0,1,8,87,87.1,87.2,246,260,301,312,470,474,490,508,508.1,508.2,557,596,633,633.1,633.2,633.3,634,634.1,702.1,702.2,702.3,702.4,702.5,702.6,702.7,702.8,702.9,702.1,702.11,702.12,702.13,702.14,702.15,702.16,702.17,702.18,702.19,$<icat1:3>,41,551,600,600.1,600.2,600.3,600.4,600.5,600.6,600.7,600.8,600.9,600.1
am     a,CKEY8221743,181023n                      000 0 eng u,C1645/67,,,"Dexter Gordon interviewed by Stan Britt (2nd interview, parts 2 and 3)",17/08/1978,36 min. 28 sec.,a,,,Stan Britt collection,"Stan Britt interviews Dexter Gordon while in the process of writing the biographical book ""Dexter Gordon: a musical biography"". They discuss the importance of record making for Gordon and how his approach in the studio differs from his approach on stage. They also both evaluate Gordon's performances on past records, and discuss how his playing style has changed with new influences, different environments and new technology.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Gordon, Dexter, 1923-1990 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Hotel Intercontinental, London, England, UK","Gordon, Dexter, 1923-1990",,,,,,,,,,
am     a,CKEY8221734,181023n                      000 0 eng u,C1645/67,,,[Pepper Adams interviewed by Stan Britt],not after 2014,37 min. 00 sec.,a,,,Stan Britt collection,"Stan Britt interviews Pepper Adams. They discuss, among many things, 'be-bop' jazz, Pepper's time with the US army in Korea, and some of the many musicians he has worked with and looks up to including Charlie Parker, Dexter Gordon, Stan Getz and Dizzy Gillespie.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Adams, Pepper, 1930-1986 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,,"Adams, Pepper, 1930-1986","Parker, Charlie, 1920-1955","Gordon, Dexter, 1923-1990","Getz, Stan, 1927-1991","Gillespie, Dizzy, 1917-1993",,,,,,
am     a,CKEY8221853,181023n                      000 0 eng u,C1645/68,,,Tom Hoy[?] and Nigel Smith interviewed by Stan Britt,not after 2014,1 hr. 02 min. 53 sec.,a,,,Stan Britt collection,"Stan Britt interviews two members of the band Magna Carta, believed to be Tom Hoy and Nigel Smith. They discuss, among many things, the various personnel changes to the band through the years and the evolution of the band's music as a result. They also talk in depth about the 1976 album ""putting it back together"".",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Hoy, Tom (speaker, male; interviewee)","Smith, Nigel (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,eng,,"Hoy, Tom","Smith, Nigel",Magna Carta,,,,,,,,
am     a,CKEY8221871,181023n                      000 0 eng u,C1645/68,,,Dexter Gordon interviewed by Stan Britt (2nd interview),07/02/1978,31 min. 07 sec.,a,,,Stan Britt collection,"Stan Britt interviews Dexter Gordon about, among other things, his arrival in Europe and his surprise at the appreciation and fandom of jazz outside of the US.","The interview is cut short at the end of the side, it is possible that it continues on C1645/67, which is labelled as the 2nd interview but has a different date.",,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Gordon, Dexter, 1923-1990 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Intercontinental Hotel, London, England, UK","Gordon, Dexter, 1923-1990",,,,,,,,,,
am     a,CKEY8221925,181023n                      000 0 eng u,C1645/69,,,Bill Holman interviewed by Stan Britt,12/04/1999,1 hr. 01 min. 24 sec.,a,,,Stan Britt collection,"Stan Britt interviews jazz saxophonist and composer Bill Holman about, among many things, his work with the Stan Kenton ensemble and the album ""brilliant corners"" in which he reinterpreted and arranged tunes written by Thelonious Monk.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Holman, Bill, 1927- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,,"Holman, Bill, 1927-","Kenton, Stan, 1911-1979",Stan Kenton Orchestra,"Monk, Thelonious, 1917-1982",,,,,,,
am     a,CKEY8256284,181023n                      000 0 eng u,C1645/70,C1645/71,,Tal Farlow interviewed by Stan Britt (1st interview),11/04/1985,2 hr. 58 min. 41 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz guitarist Tal Farlow. Topics of discussion include: His work on various albums including ""Tal"" (Verve Records, 1956); working with other musicians including Eddie Costa and Red Norvo; Tal's playing techniques and approach to jazz chord structures on guitar; hearing Charlie ""Bird"" Parker live.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Farlow, Tal, 1921-1998 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Kennedy Hotel, Cardington Street, London, England, UK","Farlow, Tal, 1921-1998","Costa, Eddie, 1930-1962","Norvo, Red, 1908-1999","Parker, Charlie, 1920-1955",,,,,,,
am     a,CKEY8222019,181023n                      000 0 eng u,C1645/72,,,[Jazz music selection possibly by Pete Jolly],not after 2014,40 min. 26 sec.,a,,,Stan Britt collection,"A selection of instrumental jazz music probably dubbed from commercial material. There are no announcements to identify the tunes, however Pete Jolly is written on the tape label, so it is probably music written by him, possibly performed by his trio.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8222041,181023n                      000 0 eng u,C1645/73,,,Dexter Gordon interviewed by Stan Britt (3rd interview),08/04/1980,47 min. 26 sec.,a,,,Stan Britt collection,"Stan Britt interviews Dexter Gordon. Stan and Dexter talk about, among other things, Charlie ""Bird"" Parker and the many drummers that Dexter went through on his first visit to the UK playing at Ronnie Scott's jazz club.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Gordon, Dexter, 1923-1990 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Hotel President, Russell Square, London, England, UK","Gordon, Dexter, 1923-1990","Parker, Charlie, 1920-1955",,,,,,,,,
am     a,CKEY8222178,181023n                      000 0 eng u,C1645/73,,,Yusef Lateef interviewed by Stan Britt (1st interview),27/08/1980,28 min. 25 sec.,a,,,Stan Britt collection,"Stan Britt interviews Yusef Lateef. They discuss Lateef's self critiquing of his own work, the evolution of of his writing process, planning processes for recording in the studio, and his opinions of Dexter Gordon. They also talk about definitions of different musical forms, Yusef doesn't like the term 'jazz' as he doesn't feel it is a well defined description of his music.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Lateef, Yusef, 1920-2013 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Ronnie Scott's Jazz Club, Frith Street, London, England, UK","Lateef, Yusef, 1920-2013",,,,,,,,,,
am     a,CKEY8253596,190131n                      000 0 eng u,C1645/74,,,Billy Cobham interviewed by Stan Britt (1st interview),not after 2014,56 min. 42 sec.,a,,,Stan Britt collection,"Stan Britt interviews jazz drummer Billy Cobham. Topics of discussion include Cobham's early life in Brooklyn, what influenced him to take up drums, and his opinions of other musicians he has worked with. Due to heavy distortion, it is hard to distinguish much of the combination.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Cobham, Billy, 1944- (speaker, male; interviewee)",unidentified (speaker),"unidentified (speaker, female)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,POP,eng,[unknown],"Cobham, Billy, 1944-",,,,,,,,,,
am     a,CKEY8253622,190131n                      000 0 eng u,C1645/74,C1645/738,C1645/739,Bobby Tucker interviewed by Stan Britt (1st interview),09/08/1987,1 hr. 42 min. 25 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz pianist Bobby Tucker. Topics of discussion include: Tucker's experiences of accompanying some of the worlds most prestigious jazz singers including Billie Holiday; playing at Carnegie hall; his opinions of other musicians he has worked with or seen including Coleman Hawkins, Dexter Gordon and Ike Quebec.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Tucker, Bobby (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Mostyn Hotel, Bryanston Street, London, England, UK","Tucker, Bobby","Holiday, Billie, 1915-1959","Hawkins, Coleman, 1904-1969","Gordon, Dexter, 1923-1990","Quebec, Ike, 1918-1963",,,,,,
am     a,CKEY8222851,181023n                      000 0 eng u,C1645/75,,,Dexter Gordon interviewed by Stan Britt (1st interview),11/02/1977,17 min. 41 sec.,a,,,Stan Britt collection,"Stan Britt interviews Dexter Gordon about, among other things, his experience playing at Ronnie Scott's jazz club for the second time and how it differs from the first time, as well as his signing of a new record contract and his recording plans.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Gordon, Dexter, 1923-1990 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"CBS Records, Soho Square, London, England, UK","Gordon, Dexter, 1923-1990",,,,,,,,,,
am     a,CKEY8222898,181023n                      000 0 eng u,C1645/75,,,[Frank Sinatra concert dubbings],not after 2014,1 hr. 12 min. 20 sec.,a,,,Stan Britt collection,"This appears to be a selection of recordings (probably dubbings of radio or commercial publications) of Frank Sinatra performing live in concert. These sound like quite early recordings, but it is not clear when or where the performances took place, nor what source they were dubbed from. These also appear to include Frank's auditions or rehearsal for a screen role, with part and take number announcements.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)","unidentified (singer, female)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8222950,181023n                      000 0 eng u,C1645/76,,,[Unidentified jazz music],not after 2014,12 min. 55 sec.,a,,,Stan Britt collection,"A selection of unidentified instrumental jazz recordings, probably dubbed by Stan Britt either from a radio broadcast or a commercial publication.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8222964,181023n                      000 0 eng u,C1645/76,,,[John Coltrane interviewed by an unidentified male speaker],not after 2014,6 min. 47 sec.,a,,,Stan Britt collection,"An unidentified male speaker interviews John Coltrane about, among other things, his reaction to negative comments from critics.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Coltrane, John, 1926-1967 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,,"Coltrane, John, 1926-1967",,,,,,,,,,
am     a,CKEY8222962,181023n                      000 0 eng u,C1645/76,,,[Unidentified jazz music],not after 2014,39 min. 18 sec.,a,,,Stan Britt collection,"A selection of unidentified instrumental jazz recordings, probably dubbed by Stan Britt either from a radio broadcast or a commercial publication.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8259278,181023n                      000 0 eng u,C1645/77,,,Gene Calderazzo and Shawn McGloin interviewed by Stan Britt (1st interview),03/08/1991,11 min. 14 sec.,a,,,Stan Britt collection,Stan Britt interviews American jazz drummer Gene Calderazzo and bassist Shawn McGloin about their [then new] trio with Joey Calderazzo.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Calderazzo, Gene (speaker, male; interviewee)","McGloin, Shawn (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,eng,"Tenor Clef, London, England, UK","Calderazzo, Gene","McGloin, Shawn","Calderazzo, Joey",,,,,,,,
am     a,CKEY8259299,181023n                      000 0 eng u,C1645/77,,,John Surman interviewed by Stan Britt (1st interview),03/08/1991,1 hr. 05 min. 46 sec.,a,,,Stan Britt collection,Stan Britt interviews English jazz multi-instrumentalist and composer John Surman.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Surman, John, 1944- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"London, England, UK","Surman, John, 1944-",,,,,,,,,,
am     a,CKEY8223752,181023n                      000 0 eng u,C1645/79,C1645/78,,Georgie Fame interviewed by Stan Britt (1st interview),not after 2014,1 hr. 16 min. 17 sec.,a,,,Stan Britt collection,"Stan Britt interviews jazz and rhythm and blues singer Georgie Fame. They discuss, among many things, Georgie's work alongside Eddie Cochran, who introduced him to the music of Ray Charles. Georgie also recalls the story of his manger Larry Parnes deciding on his stage name and his beginnings in live music at a very young age. Later, they go on to discuss the influential jazz singers that inspired Georgie to move into jazz music.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Fame, Georgie, 1943- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,Wincanton,"Fame, Georgie, 1943-","Charles, Ray, 1918-2015","Parnes, Larry",,,,,,,,
am     a,CKEY8259547,181023n                      000 0 eng u,C1645/80,,,Leon Redbone interviewed by Stan Britt (part 2),not after 2014,33 min. 35 sec.,a,,,Stan Britt collection,Stan Britt interviews North American jazz/blues singer and guitarist (originally from Cyprus but moved to Canada in the 1960s) Leon Redbone.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Redbone, Leon (speaker, male; interviewee)","unidentified (speaker, female)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,eng,[unknown],"Redbone, Leon",,,,,,,,,,
